point_id,time_s,X_mm,Y_mm,Z_mm,A_rad,C_rad,material_id,channel_id
point-0000269,64.200869194,13.538417822,30.736458742,9.264722919,-1.228349847,-4.548480160,PA,T2
point-0000270,64.408065052,14.113499179,28.710948409,6.978707361,-1.247750579,-4.417517867,PA,T2
point-0000271,64.614951965,14.814682978,26.699227475,4.722202542,-1.267890788,-4.293956678,PA,T2
point-0000272,64.822537896,15.642967554,24.706222059,2.477752542,-1.290223096,-4.179267157,PA,T2
point-0000273,65.030265651,16.591251082,22.732821182,0.260686480,-1.314141202,-4.072982183,PA,T2
point-0000274,65.237017032,17.651705129,20.784009038,-1.906211865,-1.338692295,-3.974576255,PA,T2
point-0000275,65.442513447,18.849035976,18.846539512,-3.983249524,-1.364797889,-3.886885553,PA,T2
point-0000276,65.645877926,20.185453163,16.929468649,-5.943907189,-1.391395348,-3.809265702,PA,T2
point-0000277,65.846243712,21.666898327,15.047774399,-7.759808545,-1.417524236,-3.741397144,PA,T2
point-0000278,66.043629149,23.335461315,13.201851460,-9.364393688,-1.443425497,-3.685681812,PA,T2
point-0000279,66.238322329,25.198405872,11.419818139,-10.736442367,-1.468084217,-3.641262567,PA,T2
point-0000280,66.431245220,27.275637424,9.728697302,-11.831681535,-1.490807595,-3.608419998,PA,T2
point-0000281,66.625881142,29.622847373,8.143489230,-12.539797217,-1.511746622,-3.589952006,PA,T2
point-0000282,66.825642998,32.236255204,6.705947726,-12.826421875,-1.529986949,-3.584966014,PA,T2
point-0000283,67.036434185,35.128757056,5.451015457,-12.589808129,-1.544956966,-3.594575748,PA,T2
point-0000284,67.270159421,38.329021160,4.401277105,-11.616389725,-1.556796957,-3.622561342,PA,T2
point-0000285,67.533211759,41.754764280,3.590137514,-9.834380626,-1.564882109,-3.667774736,PA,T2
point-0000286,67.839867074,45.323943526,3.026987630,-6.987934561,-1.569349870,-3.733356240,PA,T2
point-0000287,68.198850608,48.836506289,2.704073471,-2.919372864,-1.570827178,-3.819706133,PA,T2
point-0000288,68.617250342,52.000000000,2.600000000,2.500000000,-1.570796327,-3.926990817,PA,T2
point-0000289,69.742665812,12.000000000,39.300009891,17.315843634,-1.210279180,-5.969025901,,
point-0000290,69.942317644,12.057447568,37.092924149,15.292439452,-1.213547193,-5.800144147,PA,T2
point-0000291,70.144615952,12.244068324,34.909298769,13.193632862,-1.222210359,-5.643178715,PA,T2
point-0000292,70.347470765,12.574444959,32.729541642,11.096425890,-1.233560879,-5.496373764,PA,T2
point-0000293,70.551023564,13.052944006,30.567881422,8.993842794,-1.247238667,-5.358392574,PA,T2
point-0000294,70.755757587,13.671077124,28.435925912,6.871631279,-1.263224023,-5.228279093,PA,T2
point-0000295,70.960931883,14.415643569,26.341434409,4.743149000,-1.280349452,-5.104488817,PA,T2
point-0000296,71.167389311,15.285488272,24.287256300,2.595063084,-1.299998884,-4.988638763,PA,T2
point-0000297,71.374677196,16.272848065,22.268918057,0.445809375,-1.321765376,-4.880796407,PA,T2
point-0000298,71.581546013,17.368037870,20.288814335,-1.677527090,-1.344499341,-4.780377274,PA,T2
point-0000299,71.787594635,18.594067381,18.331234709,-3.731143753,-1.369110576,-4.690405883,PA,T2
point-0000300,71.991884178,19.955069343,16.400471411,-5.683072471,-1.394581069,-4.610554887,PA,T2
point-0000301,72.193427671,21.455006066,14.510361266,-7.504369764,-1.419791779,-4.540353014,PA,T2
point-0000302,72.392087182,23.136659341,12.659076583,-9.124415304,-1.444975880,-4.482360574,PA,T2
point-0000303,72.588095062,25.009686699,10.872396918,-10.518631702,-1.469107183,-4.435838982,PA,T2
point-0000304,72.782228336,27.091986147,9.177655234,-11.646292290,-1.491393405,-4.400864014,PA,T2
point-0000305,72.977825039,29.442474985,7.588168298,-12.392482167,-1.512010510,-4.380417431,PA,T2
point-0000306,73.178322230,32.060328345,6.144719403,-12.721270672,-1.530042409,-4.373648810,PA,T2
point-0000307,73.389372420,34.957837308,4.882897330,-12.536235698,-1.544867554,-4.381489997,PA,T2
point-0000308,73.623111572,38.170565355,3.824693173,-11.613614163,-1.556655217,-4.408016846,PA,T2
point-0000309,73.886363741,41.620050238,3.004508487,-9.875444254,-1.564764001,-4.452178514,PA,T2
point-0000310,74.193705591,45.225707278,2.434697736,-7.059803853,-1.569282503,-4.517162944,PA,T2
point-0000311,74.555220910,48.787432778,2.106796441,-2.983949280,-1.570811018,-4.603780539,PA,T2
point-0000312,74.978990728,52.000000000,2.000000000,2.500000000,-1.570796327,-4.712388980,PA,T2
point-0000313,74.990990728,52.000000000,2.600000000,2.500000000,-1.570796327,-4.712388980,,
point-0000314,75.409390463,48.836506289,2.704073471,-2.919372864,-1.570827178,-4.605104296,ABS,T3
point-0000315,75.768373997,45.323943526,3.026987630,-6.987934561,-1.569349870,-4.518754404,ABS,T3
point-0000316,76.075029312,41.754764280,3.590137514,-9.834380626,-1.564882109,-4.453172899,ABS,T3
point-0000317,76.338081649,38.329021160,4.401277105,-11.616389725,-1.556796957,-4.407959505,ABS,T3
point-0000318,76.571806885,35.128757056,5.451015457,-12.589808129,-1.544956966,-4.379973911,ABS,T3
point-0000319,76.782598073,32.236255204,6.705947726,-12.826421875,-1.529986949,-4.370364177,ABS,T3
point-0000320,76.982359928,29.622847373,8.143489230,-12.539797217,-1.511746622,-4.375350169,ABS,T3
point-0000321,77.176995850,27.275637424,9.728697302,-11.831681535,-1.490807595,-4.393818161,ABS,T3
point-0000322,77.369918741,25.198405872,11.419818139,-10.736442367,-1.468084217,-4.426660731,ABS,T3
point-0000323,77.564611922,23.335461315,13.201851460,-9.364393688,-1.443425497,-4.471079975,ABS,T3
point-0000324,77.761997359,21.666898327,15.047774399,-7.759808545,-1.417524236,-4.526795307,ABS,T3
point-0000325,77.962363144,20.185453163,16.929468649,-5.943907189,-1.391395348,-4.594663865,ABS,T3
point-0000326,78.165727623,18.849035976,18.846539512,-3.983249524,-1.364797889,-4.672283717,ABS,T3
point-0000327,78.371224038,17.651705129,20.784009038,-1.906211865,-1.338692295,-4.759974418,ABS,T3
point-0000328,78.577975419,16.591251082,22.732821182,0.260686480,-1.314141202,-4.858380347,ABS,T3
point-0000329,78.785703174,15.642967555,24.706222058,2.477752540,-1.290223096,-4.964665321,ABS,T3
point-0000330,78.993289106,14.814682978,26.699227475,4.722202542,-1.267890788,-5.079354841,ABS,T3
point-0000331,79.200176019,14.113499182,28.710948407,6.978707359,-1.247750579,-5.202916030,ABS,T3
point-0000332,79.407371877,13.538417822,30.736458742,9.264722919,-1.228349847,-5.333878323,ABS,T3
point-0000333,79.614283129,13.101749304,32.763076316,11.574463549,-1.210727520,-5.474028957,ABS,T3
point-0000334,79.821112691,12.807320476,34.776608435,13.916290892,-1.195376829,-5.625057942,ABS,T3
point-0000335,80.028052544,12.647918644,36.761880563,16.297195904,-1.182755937,-5.788644418,ABS,T3
point-0000336,80.231960027,12.600707456,38.748933434,18.621954154,-1.176217964,-5.966995683,ABS,T3
point-0000337,81.356718805,52.000000000,2.000000000,2.500000000,-1.570796327,-5.497787144,,
point-0000338,81.780488623,48.787432778,2.106796441,-2.983949280,-1.570811018,-5.389178702,ABS,T3
point-0000339,82.142003942,45.225707278,2.434697736,-7.059803853,-1.569282503,-5.302561107,ABS,T3
point-0000340,82.449345792,41.620050238,3.004508487,-9.875444254,-1.564764001,-5.237576677,ABS,T3
point-0000341,82.712597961,38.170565355,3.824693173,-11.613614163,-1.556655217,-5.193415009,ABS,T3
point-0000342,82.946337113,34.957837308,4.882897330,-12.536235698,-1.544867554,-5.166888160,ABS,T3
point-0000343,83.157387303,32.060328345,6.144719403,-12.721270672,-1.530042409,-5.159046974,ABS,T3
point-0000344,83.357884494,29.442474985,7.588168298,-12.392482167,-1.512010510,-5.165815594,ABS,T3
point-0000345,83.553481197,27.091986147,9.177655234,-11.646292290,-1.491393405,-5.186262178,ABS,T3
point-0000346,83.747614471,25.009686699,10.872396918,-10.518631702,-1.469107183,-5.221237145,ABS,T3
point-0000347,83.943622351,23.136659341,12.659076583,-9.124415304,-1.444975880,-5.267758737,ABS,T3
point-0000348,84.142281862,21.455006066,14.510361266,-7.504369764,-1.419791779,-5.325751177,ABS,T3
point-0000349,84.343825354,19.955069343,16.400471411,-5.683072471,-1.394581069,-5.395953051,ABS,T3
point-0000350,84.548114898,18.594067381,18.331234709,-3.731143753,-1.369110576,-5.475804047,ABS,T3
point-0000351,84.754163520,17.368037870,20.288814335,-1.677527090,-1.344499341,-5.565775437,ABS,T3
point-0000352,84.961032337,16.272848065,22.268918057,0.445809375,-1.321765376,-5.666194570,ABS,T3
point-0000353,85.168320222,15.285488272,24.287256300,2.595063084,-1.299998884,-5.774036926,ABS,T3
point-0000354,85.374777649,14.415643569,26.341434409,4.743149000,-1.280349452,-5.889886980,ABS,T3
point-0000355,85.579951946,13.671077124,28.435925912,6.871631279,-1.263224023,-6.013677256,ABS,T3
point-0000356,85.784685969,13.052944006,30.567881422,8.993842794,-1.247238667,-6.143790737,ABS,T3
point-0000357,85.988238768,12.574444959,32.729541642,11.096425890,-1.233560879,-6.281771928,ABS,T3
point-0000358,90.793499593,-12.244068324,-34.909298769,13.193632862,1.222210359,-3.286984225,ABS,T3
point-0000359,90.995797901,-12.057447568,-37.092924149,15.292439452,1.213547193,-3.443949657,ABS,T3
point-0000360,91.195449734,-12.000000000,-39.300009891,17.315843634,1.210279180,-3.612831411,ABS,T3
point-0000361,91.226242326,-12.600707456,-38.748933434,18.621954154,1.176217964,-3.610801192,,
point-0000362,91.430149810,-12.647918644,-36.761880563,16.297195904,1.182755937,-3.432449928,PLA,T0
point-0000363,91.637089662,-12.807320476,-34.776608435,13.916290892,1.195376829,-3.268863451,PLA,T0
point-0000364,91.843919224,-13.101749304,-32.763076316,11.574463549,1.210727520,-3.117834467,PLA,T0
point-0000365,92.050830477,-13.538417822,-30.736458742,9.264722919,1.228349847,-2.977683833,PLA,T0
point-0000366,92.258026335,-14.113499182,-28.710948407,6.978707359,1.247750579,-2.846721540,PLA,T0
point-0000367,92.464913248,-14.814682978,-26.699227475,4.722202542,1.267890788,-2.723160351,PLA,T0
point-0000368,92.672499179,-15.642967555,-24.706222058,2.477752540,1.290223096,-2.608470831,PLA,T0
point-0000369,92.880226934,-16.591251082,-22.732821182,0.260686480,1.314141202,-2.502185857,PLA,T0
point-0000370,93.086978315,-17.651705129,-20.784009038,-1.906211865,1.338692295,-2.403779928,PLA,T0
point-0000371,93.292474730,-18.849035976,-18.846539512,-3.983249524,1.364797889,-2.316089227,PLA,T0
point-0000372,93.495839210,-20.185453163,-16.929468649,-5.943907189,1.391395348,-2.238469375,PLA,T0
point-0000373,93.696204995,-21.666898327,-15.047774399,-7.759808545,1.417524236,-2.170600817,PLA,T0
point-0000374,93.893590432,-23.335461315,-13.201851460,-9.364393688,1.443425497,-2.114885485,PLA,T0
point-0000375,94.088283612,-25.198405872,-11.419818139,-10.736442367,1.468084217,-2.070466240,PLA,T0
point-0000376,94.281206503,-27.275637424,-9.728697302,-11.831681535,1.490807595,-2.037623671,PLA,T0
point-0000377,94.475842425,-29.622847373,-8.143489230,-12.539797217,1.511746622,-2.019155679,PLA,T0
point-0000378,94.675604281,-32.236255204,-6.705947726,-12.826421875,1.529986949,-2.014169687,PLA,T0
point-0000379,94.886395468,-35.128757056,-5.451015457,-12.589808129,1.544956966,-2.023779421,PLA,T0
point-0000380,95.120120704,-38.329021160,-4.401277105,-11.616389725,1.556796957,-2.051765015,PLA,T0
point-0000381,95.383173042,-41.754764280,-3.590137514,-9.834380626,1.564882109,-2.096978409,PLA,T0
point-0000382,95.689828357,-45.323943526,-3.026987630,-6.987934561,1.569349870,-2.162559914,PLA,T0
point-0000383,96.048811891,-48.836506289,-2.704073471,-2.919372864,1.570827178,-2.248909806,PLA,T0
point-0000384,96.467211625,-52.000000000,-2.600000000,2.500000000,1.570796327,-2.356194490,PLA,T0
