source_point_id,time_s,X,Y,Z,A_rad,C_rad
point-0000001,0.000000000,254.364547297,240.783155671,312.000000000,0.000000000,0.000000000
point-0000002,0.468748856,254.830887153,240.156357679,312.000000000,0.000000000,0.000000000
point-0000003,0.937497713,255.297227009,239.529559688,312.000000000,0.000000000,0.000000000
point-0000004,1.406246569,255.763566865,238.902761696,312.000000000,0.000000000,0.000000000
point-0000005,1.874995425,256.229906721,238.275963704,312.000000000,0.000000000,0.000000000
point-0000006,2.343744281,256.696246577,237.649165712,312.000000000,0.000000000,0.000000000
point-0000007,2.812493138,257.162586433,237.022367720,312.000000000,0.000000000,0.000000000
point-0000008,3.281241994,257.628926289,236.395569728,312.000000000,0.000000000,0.000000000
point-0000009,3.749990850,258.095266145,235.768771736,312.000000000,0.000000000,0.000000000
point-0000010,4.218739706,258.561606001,235.141973744,312.000000000,0.000000000,0.000000000
point-0000011,4.687488563,259.027945857,234.515175752,312.000000000,0.000000000,0.000000000
point-0000012,5.156237419,259.494285713,233.888377760,312.000000000,0.000000000,0.000000000
point-0000013,5.624986275,259.960625569,233.261579768,312.000000000,0.000000000,0.000000000
point-0000014,6.093735131,260.426965425,232.634781776,312.000000000,0.000000000,0.000000000
point-0000015,6.562483988,260.893305281,232.007983784,312.000000000,0.000000000,0.000000000
point-0000016,7.031232844,261.359645137,231.381185792,312.000000000,0.000000000,0.000000000
point-0000017,7.499981700,261.825984993,230.754387800,312.000000000,0.000000000,0.000000000
point-0000018,7.968730556,262.292324849,230.127589808,312.000000000,0.000000000,0.000000000
point-0000019,8.437479413,262.758664705,229.500791816,312.000000000,0.000000000,0.000000000
point-0000020,8.906228269,263.225004561,228.873993824,312.000000000,0.000000000,0.000000000
point-0000021,9.374977125,263.691344417,228.247195832,312.000000000,0.000000000,0.000000000
point-0000022,9.843725981,264.157684273,227.620397840,312.000000000,0.000000000,0.000000000
point-0000023,10.312474838,264.624024129,226.993599848,312.000000000,0.000000000,0.000000000
point-0000024,10.781223694,265.090363985,226.366801856,312.000000000,0.000000000,0.000000000
point-0000025,11.249972550,265.556703841,225.740003864,312.000000000,0.000000000,0.000000000
point-0000026,11.718721407,266.023043697,225.113205872,312.000000000,0.000000000,0.000000000
point-0000027,12.187470263,266.489383553,224.486407880,312.000000000,0.000000000,0.000000000
point-0000028,12.656219119,266.955723409,223.859609888,312.000000000,0.000000000,0.000000000
point-0000029,13.124967975,267.422063265,223.232811896,312.000000000,0.000000000,0.000000000
point-0000030,13.593716832,267.888403121,222.606013904,312.000000000,0.000000000,0.000000000
point-0000031,14.062465688,268.354742977,221.979215912,312.000000000,0.000000000,0.000000000
point-0000032,14.531214544,268.821082833,221.352417920,312.000000000,0.000000000,0.000000000
point-0000033,14.999963400,269.287422689,220.725619928,312.000000000,0.000000000,0.000000000
point-0000034,15.468712257,269.753762545,220.098821936,312.000000000,0.000000000,0.000000000
point-0000035,15.937461113,270.220102401,219.472023944,312.000000000,0.000000000,0.000000000
point-0000036,16.406209969,270.686442256,218.845225953,312.000000000,0.000000000,0.000000000
point-0000037,16.874958825,271.152782112,218.218427961,312.000000000,0.000000000,0.000000000
point-0000038,17.343707682,271.619121968,217.591629969,312.000000000,0.000000000,0.000000000
point-0000039,17.812456538,272.085461824,216.964831977,312.000000000,0.000000000,0.000000000
point-0000040,18.281205394,272.551801680,216.338033985,312.000000000,0.000000000,0.000000000
point-0000041,18.749954250,273.018141536,215.711235993,312.000000000,0.000000000,0.000000000
point-0000042,19.218703107,273.484481392,215.084438001,312.000000000,0.000000000,0.000000000
point-0000043,19.687451963,273.950821248,214.457640009,312.000000000,0.000000000,0.000000000
point-0000044,20.156200819,274.417161104,213.830842017,312.000000000,0.000000000,0.000000000
point-0000045,20.624949675,274.883500960,213.204044025,312.000000000,0.000000000,0.000000000
point-0000046,21.093698532,275.349840816,212.577246033,312.000000000,0.000000000,0.000000000
point-0000047,21.562447388,275.816180672,211.950448041,312.000000000,0.000000000,0.000000000
point-0000048,22.031196244,276.282520528,211.323650049,312.000000000,0.000000000,0.000000000
point-0000049,22.499945101,276.748860384,210.696852057,312.000000000,0.000000000,0.000000000
point-0000050,22.968693957,277.215200240,210.070054065,312.000000000,0.000000000,0.000000000
point-0000051,23.437442813,277.681540096,209.443256073,312.000000000,0.000000000,0.000000000
point-0000052,23.906191669,278.147879952,208.816458081,312.000000000,0.000000000,0.000000000
point-0000053,24.374940526,278.614219808,208.189660089,312.000000000,0.000000000,0.000000000
point-0000054,24.843689382,279.080559664,207.562862097,312.000000000,0.000000000,0.000000000
point-0000055,25.312438238,279.546899520,206.936064105,312.000000000,0.000000000,0.000000000
point-0000056,25.781187094,280.013239376,206.309266113,312.000000000,0.000000000,0.000000000
point-0000057,26.249935951,280.479579232,205.682468121,312.000000000,0.000000000,0.000000000
point-0000058,26.718684807,280.945919088,205.055670129,312.000000000,0.000000000,0.000000000
point-0000059,27.187433663,281.412258944,204.428872137,312.000000000,0.000000000,0.000000000
point-0000060,27.656182519,281.878598800,203.802074145,312.000000000,0.000000000,0.000000000
point-0000061,28.124931376,282.344938656,203.175276153,312.000000000,0.000000000,0.000000000
point-0000062,28.593680232,282.811278512,202.548478161,312.000000000,0.000000000,0.000000000
point-0000063,29.062429088,283.277618368,201.921680169,312.000000000,0.000000000,0.000000000
point-0000064,29.531177944,283.743958224,201.294882177,312.000000000,0.000000000,0.000000000
point-0000065,29.999926801,284.210298080,200.668084185,312.000000000,0.000000000,0.000000000
point-0000066,30.037426709,284.260441919,200.705391374,312.000000000,0.000000000,0.000000000
point-0000067,30.074926618,284.310585759,200.742698562,312.000000000,0.000000000,0.000000000
point-0000068,30.112426526,284.360729598,200.780005751,312.000000000,0.000000000,0.000000000
point-0000069,30.149926435,284.410873437,200.817312939,312.000000000,0.000000000,0.000000000
point-0000070,30.187426343,284.461017277,200.854620128,312.000000000,0.000000000,0.000000000
point-0000071,30.224926252,284.511161116,200.891927316,312.000000000,0.000000000,0.000000000
point-0000072,30.262426160,284.561304955,200.929234505,312.000000000,0.000000000,0.000000000
point-0000073,30.299926069,284.611448795,200.966541693,312.000000000,0.000000000,0.000000000
point-0000074,30.337425977,284.661592634,201.003848882,312.000000000,0.000000000,0.000000000
point-0000075,30.374925886,284.711736474,201.041156070,312.000000000,0.000000000,0.000000000
point-0000076,30.412425794,284.761880313,201.078463259,312.000000000,0.000000000,0.000000000
point-0000077,30.449925703,284.812024152,201.115770447,312.000000000,0.000000000,0.000000000
point-0000078,30.487425611,284.862167992,201.153077636,312.000000000,0.000000000,0.000000000
point-0000079,30.524925520,284.912311831,201.190384824,312.000000000,0.000000000,0.000000000
point-0000080,30.562425428,284.962455670,201.227692013,312.000000000,0.000000000,0.000000000
point-0000081,30.599925337,285.012599510,201.264999201,312.000000000,0.000000000,0.000000000
point-0000082,30.637425245,285.062743349,201.302306390,312.000000000,0.000000000,0.000000000
point-0000083,30.674925154,285.112887188,201.339613578,312.000000000,0.000000000,0.000000000
point-0000084,30.712425062,285.163031028,201.376920766,312.000000000,0.000000000,0.000000000
point-0000085,30.749924971,285.213174867,201.414227955,312.000000000,0.000000000,0.000000000
point-0000086,30.787424879,285.263318706,201.451535143,312.000000000,0.000000000,0.000000000
point-0000087,30.824924788,285.313462546,201.488842332,312.000000000,0.000000000,0.000000000
point-0000088,30.862424696,285.363606385,201.526149520,312.000000000,0.000000000,0.000000000
point-0000089,30.899924605,285.413750225,201.563456709,312.000000000,0.000000000,0.000000000
point-0000090,30.937424513,285.463894064,201.600763897,312.000000000,0.000000000,0.000000000
point-0000091,30.974924422,285.514037903,201.638071086,312.000000000,0.000000000,0.000000000
point-0000092,31.012424330,285.564181743,201.675378274,312.000000000,0.000000000,0.000000000
point-0000093,31.049924239,285.614325582,201.712685463,312.000000000,0.000000000,0.000000000
point-0000094,31.087424147,285.664469421,201.749992651,312.000000000,0.000000000,0.000000000
point-0000095,31.124924056,285.714613261,201.787299840,312.000000000,0.000000000,0.000000000
point-0000096,31.162423964,285.764757100,201.824607028,312.000000000,0.000000000,0.000000000
point-0000097,31.199923873,285.814900939,201.861914217,312.000000000,0.000000000,0.000000000
point-0000098,31.237423781,285.865044779,201.899221405,312.000000000,0.000000000,0.000000000
point-0000099,31.274923690,285.915188618,201.936528594,312.000000000,0.000000000,0.000000000
point-0000100,31.312423598,285.965332457,201.973835782,312.000000000,0.000000000,0.000000000
point-0000101,31.349923507,286.015476297,202.011142971,312.000000000,0.000000000,0.000000000
point-0000102,31.387423415,286.065620136,202.048450159,312.000000000,0.000000000,0.000000000
point-0000103,31.424923324,286.115763976,202.085757348,312.000000000,0.000000000,0.000000000
point-0000104,31.462423232,286.165907815,202.123064536,312.000000000,0.000000000,0.000000000
point-0000105,31.499923141,286.216051654,202.160371725,312.000000000,0.000000000,0.000000000
point-0000106,31.537423049,286.266195494,202.197678913,312.000000000,0.000000000,0.000000000
point-0000107,31.574922958,286.316339333,202.234986101,312.000000000,0.000000000,0.000000000
point-0000108,31.612422866,286.366483172,202.272293290,312.000000000,0.000000000,0.000000000
point-0000109,31.649922775,286.416627012,202.309600478,312.000000000,0.000000000,0.000000000
point-0000110,31.687422683,286.466770851,202.346907667,312.000000000,0.000000000,0.000000000
point-0000111,31.724922592,286.516914690,202.384214855,312.000000000,0.000000000,0.000000000
point-0000112,31.762422500,286.567058530,202.421522044,312.000000000,0.000000000,0.000000000
point-0000113,31.799922409,286.617202369,202.458829232,312.000000000,0.000000000,0.000000000
point-0000114,31.837422317,286.667346209,202.496136421,312.000000000,0.000000000,0.000000000
point-0000115,31.874922226,286.717490048,202.533443609,312.000000000,0.000000000,0.000000000
point-0000116,31.912422134,286.767633887,202.570750798,312.000000000,0.000000000,0.000000000
point-0000117,31.949922043,286.817777727,202.608057986,312.000000000,0.000000000,0.000000000
point-0000118,31.987421951,286.867921566,202.645365175,312.000000000,0.000000000,0.000000000
point-0000119,32.024921860,286.918065405,202.682672363,312.000000000,0.000000000,0.000000000
point-0000120,32.062421768,286.968209245,202.719979552,312.000000000,0.000000000,0.000000000
point-0000121,32.099921677,287.018353084,202.757286740,312.000000000,0.000000000,0.000000000
point-0000122,32.137421585,287.068496923,202.794593929,312.000000000,0.000000000,0.000000000
point-0000123,32.174921494,287.118640763,202.831901117,312.000000000,0.000000000,0.000000000
point-0000124,32.212421402,287.168784602,202.869208306,312.000000000,0.000000000,0.000000000
point-0000125,32.249921311,287.218928441,202.906515494,312.000000000,0.000000000,0.000000000
point-0000126,32.287421219,287.269072281,202.943822683,312.000000000,0.000000000,0.000000000
point-0000127,32.324921128,287.319216120,202.981129871,312.000000000,0.000000000,0.000000000
point-0000128,32.362421036,287.369359960,203.018437060,312.000000000,0.000000000,0.000000000
point-0000129,32.399920945,287.419503799,203.055744248,312.000000000,0.000000000,0.000000000
point-0000130,32.868669801,286.953163943,203.682542240,312.000000000,0.000000000,0.000000000
point-0000131,33.337418657,286.486824087,204.309340232,312.000000000,0.000000000,0.000000000
point-0000132,33.806167514,286.020484231,204.936138224,312.000000000,0.000000000,0.000000000
point-0000133,34.274916370,285.554144375,205.562936216,312.000000000,0.000000000,0.000000000
point-0000134,34.743665226,285.087804519,206.189734208,312.000000000,0.000000000,0.000000000
point-0000135,35.212414082,284.621464663,206.816532200,312.000000000,0.000000000,0.000000000
point-0000136,35.681162939,284.155124807,207.443330192,312.000000000,0.000000000,0.000000000
point-0000137,36.149911795,283.688784951,208.070128184,312.000000000,0.000000000,0.000000000
point-0000138,36.618660651,283.222445095,208.696926176,312.000000000,0.000000000,0.000000000
point-0000139,37.087409507,282.756105239,209.323724168,312.000000000,0.000000000,0.000000000
point-0000140,37.556158364,282.289765383,209.950522160,312.000000000,0.000000000,0.000000000
point-0000141,38.024907220,281.823425527,210.577320152,312.000000000,0.000000000,0.000000000
point-0000142,38.493656076,281.357085671,211.204118144,312.000000000,0.000000000,0.000000000
point-0000143,38.962404932,280.890745815,211.830916136,312.000000000,0.000000000,0.000000000
point-0000144,39.431153789,280.424405959,212.457714128,312.000000000,0.000000000,0.000000000
point-0000145,39.899902645,279.958066103,213.084512120,312.000000000,0.000000000,0.000000000
point-0000146,40.368651501,279.491726247,213.711310111,312.000000000,0.000000000,0.000000000
point-0000147,40.837400357,279.025386391,214.338108103,312.000000000,0.000000000,0.000000000
point-0000148,41.306149214,278.559046535,214.964906095,312.000000000,0.000000000,0.000000000
point-0000149,41.774898070,278.092706679,215.591704087,312.000000000,0.000000000,0.000000000
point-0000150,42.243646926,277.626366823,216.218502079,312.000000000,0.000000000,0.000000000
point-0000151,42.712395782,277.160026967,216.845300071,312.000000000,0.000000000,0.000000000
point-0000152,43.181144639,276.693687111,217.472098063,312.000000000,0.000000000,0.000000000
point-0000153,43.649893495,276.227347255,218.098896055,312.000000000,0.000000000,0.000000000
point-0000154,44.118642351,275.761007399,218.725694047,312.000000000,0.000000000,0.000000000
point-0000155,44.587391207,275.294667543,219.352492039,312.000000000,0.000000000,0.000000000
point-0000156,45.056140064,274.828327687,219.979290031,312.000000000,0.000000000,0.000000000
point-0000157,45.524888920,274.361987831,220.606088023,312.000000000,0.000000000,0.000000000
point-0000158,45.993637776,273.895647975,221.232886015,312.000000000,0.000000000,0.000000000
point-0000159,46.462386633,273.429308119,221.859684007,312.000000000,0.000000000,0.000000000
point-0000160,46.931135489,272.962968263,222.486481999,312.000000000,0.000000000,0.000000000
point-0000161,47.399884345,272.496628407,223.113279991,312.000000000,0.000000000,0.000000000
point-0000162,47.868633201,272.030288551,223.740077983,312.000000000,0.000000000,0.000000000
point-0000163,48.337382058,271.563948695,224.366875975,312.000000000,0.000000000,0.000000000
point-0000164,48.806130914,271.097608839,224.993673967,312.000000000,0.000000000,0.000000000
point-0000165,49.274879770,270.631268984,225.620471959,312.000000000,0.000000000,0.000000000
point-0000166,49.743628626,270.164929128,226.247269951,312.000000000,0.000000000,0.000000000
point-0000167,50.212377483,269.698589272,226.874067943,312.000000000,0.000000000,0.000000000
point-0000168,50.681126339,269.232249416,227.500865935,312.000000000,0.000000000,0.000000000
point-0000169,51.149875195,268.765909560,228.127663927,312.000000000,0.000000000,0.000000000
point-0000170,51.618624051,268.299569704,228.754461919,312.000000000,0.000000000,0.000000000
point-0000171,52.087372908,267.833229848,229.381259911,312.000000000,0.000000000,0.000000000
point-0000172,52.556121764,267.366889992,230.008057903,312.000000000,0.000000000,0.000000000
point-0000173,53.024870620,266.900550136,230.634855895,312.000000000,0.000000000,0.000000000
point-0000174,53.493619476,266.434210280,231.261653887,312.000000000,0.000000000,0.000000000
point-0000175,53.962368333,265.967870424,231.888451879,312.000000000,0.000000000,0.000000000
point-0000176,54.431117189,265.501530568,232.515249871,312.000000000,0.000000000,0.000000000
point-0000177,54.899866045,265.035190712,233.142047863,312.000000000,0.000000000,0.000000000
point-0000178,55.368614901,264.568850856,233.768845855,312.000000000,0.000000000,0.000000000
point-0000179,55.837363758,264.102511000,234.395643847,312.000000000,0.000000000,0.000000000
point-0000180,56.306112614,263.636171144,235.022441838,312.000000000,0.000000000,0.000000000
point-0000181,56.774861470,263.169831288,235.649239830,312.000000000,0.000000000,0.000000000
point-0000182,57.243610327,262.703491432,236.276037822,312.000000000,0.000000000,0.000000000
point-0000183,57.712359183,262.237151576,236.902835814,312.000000000,0.000000000,0.000000000
point-0000184,58.181108039,261.770811720,237.529633806,312.000000000,0.000000000,0.000000000
point-0000185,58.649856895,261.304471864,238.156431798,312.000000000,0.000000000,0.000000000
point-0000186,59.118605752,260.838132008,238.783229790,312.000000000,0.000000000,0.000000000
point-0000187,59.587354608,260.371792152,239.410027782,312.000000000,0.000000000,0.000000000
point-0000188,60.056103464,259.905452296,240.036825774,312.000000000,0.000000000,0.000000000
