source_point_id,time_s,rotary_phase_rad,X,Y,Z,A_rad,C_rad
point-0000274,236.756125889,2.007128640,332.842224830,-255.800000000,112.870042966,1.570796327,-0.436332313
point-0000275,237.628790515,1.919862177,322.984714369,-255.800000000,141.504065516,1.570796327,-0.349065850
point-0000276,238.501455141,1.832595715,310.669095209,-255.800000000,169.169988320,1.570796327,-0.261799388
point-0000277,239.374119767,1.745329252,295.989096647,-255.800000000,195.657256999,1.570796327,-0.174532925
point-0000278,240.246784393,1.658062789,279.056442336,-255.800000000,220.764287447,1.570796327,-0.087266463
point-0000279,241.119449019,1.570796327,260.000000000,-255.800000000,244.300000000,1.570796327,0.000000000
point-0000280,241.992113645,1.483529864,238.964800672,-255.800000000,266.085273675,1.570796327,0.087266463
point-0000281,242.864778271,1.396263402,216.110934920,-255.800000000,285.954309386,1.570796327,0.174532925
point-0000282,243.737442897,1.308996939,191.612334462,-255.800000000,303.755891773,1.570796327,0.261799388
point-0000283,244.610107523,1.221730476,165.655448439,-255.800000000,319.354540045,1.570796327,0.349065850
point-0000284,245.482772149,1.134464014,138.437824429,-255.800000000,332.631539071,1.570796327,0.436332313
point-0000285,246.355436775,1.047197551,110.166604984,-255.800000000,343.485842870,1.570796327,0.523598776
point-0000286,247.228101401,0.959931089,81.056951154,-255.800000000,351.834843638,1.570796327,0.610865238
point-0000287,248.100766027,0.872664626,51.330404983,-255.800000000,357.615000436,1.570796327,0.698131701
point-0000288,248.973430653,0.785398163,21.213203436,-255.800000000,360.782322781,1.570796327,0.785398163
point-0000289,249.846095279,0.698131701,-9.065443399,-255.800000000,361.312705439,1.570796327,0.872664626
point-0000290,250.718759905,0.610865238,-39.275096735,-255.800000000,359.202111876,1.570796327,0.959931089
point-0000291,251.591424531,0.523598776,-69.185842870,-255.800000000,354.466604984,1.570796327,1.047197551
point-0000292,252.464089157,0.436332313,-98.570042966,-255.800000000,347.142224830,1.570796327,1.134464014
point-0000293,253.336753783,0.349065850,-127.204065516,-255.800000000,337.284714369,1.570796327,1.221730476
point-0000294,254.209418409,0.261799388,-154.869988320,-255.800000000,324.969095209,1.570796327,1.308996939
point-0000295,255.082083035,0.174532925,-181.357256999,-255.800000000,310.289096647,1.570796327,1.396263402
point-0000296,255.954747661,0.087266463,-206.464287447,-255.800000000,293.356442336,1.570796327,1.483529864
point-0000297,256.827412287,0.000000000,-230.000000000,-255.800000000,274.300000000,1.570796327,1.570796327
point-0000298,257.727412287,0.000000000,-230.000000000,-255.800000000,276.100000000,1.570796327,1.570796327
point-0000299,258.227412287,0.000000000,-230.000000000,-255.800000000,275.100000000,1.570796327,1.570796327
point-0000300,259.100076913,0.087266463,-206.464287447,-255.800000000,294.156442336,1.570796327,1.483529864
point-0000301,259.972741539,0.174532925,-181.357256999,-255.800000000,311.089096647,1.570796327,1.396263402
point-0000302,260.845406165,0.261799388,-154.869988320,-255.800000000,325.769095209,1.570796327,1.308996939
point-0000303,261.718070791,0.349065850,-127.204065516,-255.800000000,338.084714369,1.570796327,1.221730476
point-0000304,262.590735417,0.436332313,-98.570042966,-255.800000000,347.942224830,1.570796327,1.134464014
point-0000305,263.463400043,0.523598776,-69.185842870,-255.800000000,355.266604984,1.570796327,1.047197551
point-0000306,264.336064669,0.610865238,-39.275096735,-255.800000000,360.002111876,1.570796327,0.959931089
point-0000307,265.208729295,0.698131701,-9.065443399,-255.800000000,362.112705439,1.570796327,0.872664626
point-0000308,266.081393921,0.785398163,21.213203436,-255.800000000,361.582322781,1.570796327,0.785398163
point-0000309,266.954058547,0.872664626,51.330404983,-255.800000000,358.415000436,1.570796327,0.698131701
point-0000310,267.826723173,0.959931089,81.056951154,-255.800000000,352.634843638,1.570796327,0.610865238
point-0000311,268.699387799,1.047197551,110.166604984,-255.800000000,344.285842870,1.570796327,0.523598776
point-0000312,269.572052425,1.134464014,138.437824429,-255.800000000,333.431539071,1.570796327,0.436332313
point-0000313,270.444717051,1.221730476,165.655448439,-255.800000000,320.154540045,1.570796327,0.349065850
point-0000314,271.317381677,1.308996939,191.612334462,-255.800000000,304.555891773,1.570796327,0.261799388
point-0000315,272.190046303,1.396263402,216.110934920,-255.800000000,286.754309386,1.570796327,0.174532925
point-0000316,273.062710929,1.483529864,238.964800672,-255.800000000,266.885273675,1.570796327,0.087266463
point-0000317,273.935375555,1.570796327,260.000000000,-255.800000000,245.100000000,1.570796327,0.000000000
point-0000318,274.808040181,1.658062789,279.056442336,-255.800000000,221.564287447,1.570796327,-0.087266463
point-0000319,275.680704807,1.745329252,295.989096647,-255.800000000,196.457256999,1.570796327,-0.174532925
point-0000320,276.553369433,1.832595715,310.669095209,-255.800000000,169.969988320,1.570796327,-0.261799388
point-0000321,277.426034059,1.919862177,322.984714369,-255.800000000,142.304065516,1.570796327,-0.349065850
point-0000322,278.298698685,2.007128640,332.842224830,-255.800000000,113.670042966,1.570796327,-0.436332313
point-0000323,279.171363311,2.094395102,340.166604984,-255.800000000,84.285842870,1.570796327,-0.523598776
point-0000324,280.044027937,2.181661565,344.902111876,-255.800000000,54.375096735,1.570796327,-0.610865238
point-0000325,280.916692563,2.268928028,347.012705439,-255.800000000,24.165443399,1.570796327,-0.698131701
point-0000326,281.789357189,2.356194490,346.482322781,-255.800000000,-6.113203436,1.570796327,-0.785398163
point-0000327,282.662021815,2.443460953,343.315000436,-255.800000000,-36.230404983,1.570796327,-0.872664626
point-0000328,283.534686441,2.530727415,337.534843638,-255.800000000,-65.956951154,1.570796327,-0.959931089
point-0000329,284.407351067,2.617993878,329.185842870,-255.800000000,-95.066604984,1.570796327,-1.047197551
point-0000330,285.280015693,2.705260341,318.331539071,-255.800000000,-123.337824429,1.570796327,-1.134464014
point-0000331,286.152680319,2.792526803,305.054540045,-255.800000000,-150.555448439,1.570796327,-1.221730476
point-0000332,287.025344945,2.879793266,289.455891773,-255.800000000,-176.512334462,1.570796327,-1.308996939
point-0000333,287.898009571,2.967059728,271.654309386,-255.800000000,-201.010934920,1.570796327,-1.396263402
point-0000334,288.770674197,3.054326191,251.785273675,-255.800000000,-223.864800672,1.570796327,-1.483529864
point-0000335,289.643338823,3.141592654,230.000000000,-255.800000000,-244.900000000,1.570796327,-1.570796327
point-0000336,290.516003449,3.228859116,206.464287447,-255.800000000,-263.956442336,1.570796327,-1.658062789
point-0000337,291.388668075,3.316125579,181.357256999,-255.800000000,-280.889096647,1.570796327,-1.745329252
point-0000338,292.261332701,3.403392041,154.869988320,-255.800000000,-295.569095209,1.570796327,-1.832595715
point-0000339,293.133997327,3.490658504,127.204065516,-255.800000000,-307.884714369,1.570796327,-1.919862177
point-0000340,294.006661953,3.577924967,98.570042966,-255.800000000,-317.742224830,1.570796327,-2.007128640
point-0000341,294.879326579,3.665191429,69.185842870,-255.800000000,-325.066604984,1.570796327,-2.094395102
point-0000342,295.751991205,3.752457892,39.275096735,-255.800000000,-329.802111876,1.570796327,-2.181661565
point-0000343,296.624655831,3.839724354,9.065443399,-255.800000000,-331.912705439,1.570796327,-2.268928028
point-0000344,297.497320457,3.926990817,-21.213203436,-255.800000000,-331.382322781,1.570796327,-2.356194490
point-0000345,298.369985083,4.014257280,-51.330404983,-255.800000000,-328.215000436,1.570796327,-2.443460953
point-0000346,299.242649709,4.101523742,-81.056951154,-255.800000000,-322.434843638,1.570796327,-2.530727415
point-0000347,300.115314335,4.188790205,-110.166604984,-255.800000000,-314.085842870,1.570796327,-2.617993878
point-0000348,300.987978961,4.276056667,-138.437824429,-255.800000000,-303.231539071,1.570796327,-2.705260341
point-0000349,301.860643587,4.363323130,-165.655448439,-255.800000000,-289.954540045,1.570796327,-2.792526803
point-0000350,302.733308213,4.450589593,-191.612334462,-255.800000000,-274.355891773,1.570796327,-2.879793266
point-0000351,303.605972839,4.537856055,-216.110934920,-255.800000000,-256.554309386,1.570796327,-2.967059728
point-0000352,304.478637465,4.625122518,-238.964800672,-255.800000000,-236.685273675,1.570796327,-3.054326191
point-0000353,305.351302091,4.712388980,-260.000000000,-255.800000000,-214.900000000,1.570796327,-3.141592654
point-0000354,306.223966717,4.799655443,-279.056442336,-255.800000000,-191.364287447,1.570796327,-3.228859116
point-0000355,307.096631343,4.886921906,-295.989096647,-255.800000000,-166.257256999,1.570796327,-3.316125579
point-0000356,307.969295969,4.974188368,-310.669095209,-255.800000000,-139.769988320,1.570796327,-3.403392041
point-0000357,308.841960595,5.061454831,-322.984714369,-255.800000000,-112.104065516,1.570796327,-3.490658504
point-0000358,309.714625221,5.148721293,-332.842224830,-255.800000000,-83.470042966,1.570796327,-3.577924967
point-0000359,310.587289847,5.235987756,-340.166604984,-255.800000000,-54.085842870,1.570796327,-3.665191429
point-0000360,311.459954473,5.323254219,-344.902111876,-255.800000000,-24.175096735,1.570796327,-3.752457892
point-0000361,312.332619099,5.410520681,-347.012705439,-255.800000000,6.034556601,1.570796327,-3.839724354
point-0000362,313.205283725,5.497787144,-346.482322781,-255.800000000,36.313203436,1.570796327,-3.926990817
point-0000363,314.077948351,5.585053606,-343.315000436,-255.800000000,66.430404983,1.570796327,-4.014257280
point-0000364,314.950612977,5.672320069,-337.534843638,-255.800000000,96.156951154,1.570796327,-4.101523742
point-0000365,315.823277603,5.759586532,-329.185842870,-255.800000000,125.266604984,1.570796327,-4.188790205
point-0000366,316.695942229,5.846852994,-318.331539071,-255.800000000,153.537824429,1.570796327,-4.276056667
point-0000367,317.568606855,5.934119457,-305.054540045,-255.800000000,180.755448439,1.570796327,-4.363323130
point-0000368,318.441271481,6.021385919,-289.455891773,-255.800000000,206.712334462,1.570796327,-4.450589593
point-0000369,319.313936107,6.108652382,-271.654309386,-255.800000000,231.210934920,1.570796327,-4.537856055
point-0000370,320.186600733,6.195918845,-251.785273675,-255.800000000,254.064800672,1.570796327,-4.625122518
point-0000371,321.059265359,6.283185307,-230.000000000,-255.800000000,275.100000000,1.570796327,-4.712388980
point-0000372,321.959265359,6.283185307,-230.000000000,-255.800000000,276.900000000,1.570796327,-4.712388980
point-0000373,322.459265359,6.283185307,-230.000000000,-255.800000000,275.900000000,1.570796327,-4.712388980
point-0000374,323.331929985,6.195918845,-251.785273675,-255.800000000,254.864800672,1.570796327,-4.625122518
point-0000375,324.204594611,6.108652382,-271.654309386,-255.800000000,232.010934920,1.570796327,-4.537856055
point-0000376,325.077259237,6.021385919,-289.455891773,-255.800000000,207.512334462,1.570796327,-4.450589593
point-0000377,325.949923863,5.934119457,-305.054540045,-255.800000000,181.555448439,1.570796327,-4.363323130
point-0000378,326.822588489,5.846852994,-318.331539071,-255.800000000,154.337824429,1.570796327,-4.276056667
point-0000379,327.695253115,5.759586532,-329.185842870,-255.800000000,126.066604984,1.570796327,-4.188790205
point-0000380,328.567917741,5.672320069,-337.534843638,-255.800000000,96.956951154,1.570796327,-4.101523742
point-0000381,329.440582367,5.585053606,-343.315000436,-255.800000000,67.230404983,1.570796327,-4.014257280
point-0000382,330.313246993,5.497787144,-346.482322781,-255.800000000,37.113203436,1.570796327,-3.926990817
point-0000383,331.185911619,5.410520681,-347.012705439,-255.800000000,6.834556601,1.570796327,-3.839724354
point-0000384,332.058576245,5.323254219,-344.902111876,-255.800000000,-23.375096735,1.570796327,-3.752457892
point-0000385,332.931240871,5.235987756,-340.166604984,-255.800000000,-53.285842870,1.570796327,-3.665191429
point-0000386,333.803905497,5.148721293,-332.842224830,-255.800000000,-82.670042966,1.570796327,-3.577924967
point-0000387,334.676570123,5.061454831,-322.984714369,-255.800000000,-111.304065516,1.570796327,-3.490658504
point-0000388,335.549234749,4.974188368,-310.669095209,-255.800000000,-138.969988320,1.570796327,-3.403392041
point-0000389,336.421899375,4.886921906,-295.989096647,-255.800000000,-165.457256999,1.570796327,-3.316125579
point-0000390,337.294564001,4.799655443,-279.056442336,-255.800000000,-190.564287447,1.570796327,-3.228859116
point-0000391,338.167228627,4.712388980,-260.000000000,-255.800000000,-214.100000000,1.570796327,-3.141592654
point-0000392,339.039893253,4.625122518,-238.964800672,-255.800000000,-235.885273675,1.570796327,-3.054326191
point-0000393,339.912557879,4.537856055,-216.110934920,-255.800000000,-255.754309386,1.570796327,-2.967059728
point-0000394,340.785222505,4.450589593,-191.612334462,-255.800000000,-273.555891773,1.570796327,-2.879793266
point-0000395,341.657887131,4.363323130,-165.655448439,-255.800000000,-289.154540045,1.570796327,-2.792526803
point-0000396,342.530551757,4.276056667,-138.437824429,-255.800000000,-302.431539071,1.570796327,-2.705260341
point-0000397,343.403216383,4.188790205,-110.166604984,-255.800000000,-313.285842870,1.570796327,-2.617993878
point-0000398,344.275881009,4.101523742,-81.056951154,-255.800000000,-321.634843638,1.570796327,-2.530727415
point-0000399,345.148545635,4.014257280,-51.330404983,-255.800000000,-327.415000436,1.570796327,-2.443460953
point-0000400,346.021210261,3.926990817,-21.213203436,-255.800000000,-330.582322781,1.570796327,-2.356194490
point-0000401,346.893874887,3.839724354,9.065443399,-255.800000000,-331.112705439,1.570796327,-2.268928028
point-0000402,347.766539513,3.752457892,39.275096735,-255.800000000,-329.002111876,1.570796327,-2.181661565
point-0000403,348.639204139,3.665191429,69.185842870,-255.800000000,-324.266604984,1.570796327,-2.094395102
point-0000404,349.511868765,3.577924967,98.570042966,-255.800000000,-316.942224830,1.570796327,-2.007128640
point-0000405,350.384533391,3.490658504,127.204065516,-255.800000000,-307.084714369,1.570796327,-1.919862177
point-0000406,351.257198017,3.403392041,154.869988320,-255.800000000,-294.769095209,1.570796327,-1.832595715
point-0000407,352.129862643,3.316125579,181.357256999,-255.800000000,-280.089096647,1.570796327,-1.745329252
point-0000408,353.002527269,3.228859116,206.464287447,-255.800000000,-263.156442336,1.570796327,-1.658062789
point-0000409,353.875191895,3.141592654,230.000000000,-255.800000000,-244.100000000,1.570796327,-1.570796327
point-0000410,354.747856521,3.054326191,251.785273675,-255.800000000,-223.064800672,1.570796327,-1.483529864
point-0000411,355.620521147,2.967059728,271.654309386,-255.800000000,-200.210934920,1.570796327,-1.396263402
point-0000412,356.493185773,2.879793266,289.455891773,-255.800000000,-175.712334462,1.570796327,-1.308996939
point-0000413,357.365850399,2.792526803,305.054540045,-255.800000000,-149.755448439,1.570796327,-1.221730476
point-0000414,358.238515025,2.705260341,318.331539071,-255.800000000,-122.537824429,1.570796327,-1.134464014
point-0000415,359.111179651,2.617993878,329.185842870,-255.800000000,-94.266604984,1.570796327,-1.047197551
point-0000416,359.983844277,2.530727415,337.534843638,-255.800000000,-65.156951154,1.570796327,-0.959931089
point-0000417,360.856508903,2.443460953,343.315000436,-255.800000000,-35.430404983,1.570796327,-0.872664626
point-0000418,361.729173529,2.356194490,346.482322781,-255.800000000,-5.313203436,1.570796327,-0.785398163
point-0000419,362.601838155,2.268928028,347.012705439,-255.800000000,24.965443399,1.570796327,-0.698131701
point-0000420,363.474502781,2.181661565,344.902111876,-255.800000000,55.175096735,1.570796327,-0.610865238
point-0000421,364.347167407,2.094395102,340.166604984,-255.800000000,85.085842870,1.570796327,-0.523598776
point-0000422,365.219832033,2.007128640,332.842224830,-255.800000000,114.470042966,1.570796327,-0.436332313
point-0000423,366.092496659,1.919862177,322.984714369,-255.800000000,143.104065516,1.570796327,-0.349065850
point-0000424,366.965161285,1.832595715,310.669095209,-255.800000000,170.769988320,1.570796327,-0.261799388
point-0000425,367.837825911,1.745329252,295.989096647,-255.800000000,197.257256999,1.570796327,-0.174532925
point-0000426,368.710490537,1.658062789,279.056442336,-255.800000000,222.364287447,1.570796327,-0.087266463
point-0000427,369.583155163,1.570796327,260.000000000,-255.800000000,245.900000000,1.570796327,0.000000000
point-0000428,370.455819789,1.483529864,238.964800672,-255.800000000,267.685273675,1.570796327,0.087266463
point-0000429,371.328484415,1.396263402,216.110934920,-255.800000000,287.554309386,1.570796327,0.174532925
point-0000430,372.201149041,1.308996939,191.612334462,-255.800000000,305.355891773,1.570796327,0.261799388
point-0000431,373.073813667,1.221730476,165.655448439,-255.800000000,320.954540045,1.570796327,0.349065850
point-0000432,373.946478293,1.134464014,138.437824429,-255.800000000,334.231539071,1.570796327,0.436332313
point-0000433,374.819142919,1.047197551,110.166604984,-255.800000000,345.085842870,1.570796327,0.523598776
point-0000434,375.691807545,0.959931089,81.056951154,-255.800000000,353.434843638,1.570796327,0.610865238
point-0000435,376.564472171,0.872664626,51.330404983,-255.800000000,359.215000436,1.570796327,0.698131701
point-0000436,377.437136797,0.785398163,21.213203436,-255.800000000,362.382322781,1.570796327,0.785398163
point-0000437,378.309801423,0.698131701,-9.065443399,-255.800000000,362.912705439,1.570796327,0.872664626
point-0000438,379.182466049,0.610865238,-39.275096735,-255.800000000,360.802111876,1.570796327,0.959931089
point-0000439,380.055130675,0.523598776,-69.185842870,-255.800000000,356.066604984,1.570796327,1.047197551
point-0000440,380.927795301,0.436332313,-98.570042966,-255.800000000,348.742224830,1.570796327,1.134464014
point-0000441,381.800459927,0.349065850,-127.204065516,-255.800000000,338.884714369,1.570796327,1.221730476
point-0000442,382.673124553,0.261799388,-154.869988320,-255.800000000,326.569095209,1.570796327,1.308996939
point-0000443,383.545789179,0.174532925,-181.357256999,-255.800000000,311.889096647,1.570796327,1.396263402
point-0000444,384.418453805,0.087266463,-206.464287447,-255.800000000,294.956442336,1.570796327,1.483529864
point-0000445,385.291118431,0.000000000,-230.000000000,-255.800000000,275.900000000,1.570796327,1.570796327
point-0000446,385.791118431,0.000000000,-230.000000000,-255.800000000,276.900000000,1.570796327,1.570796327
point-0000447,386.191118431,0.000000000,-230.000000000,-256.600000000,276.900000000,1.570796327,1.570796327
point-0000448,387.491118431,0.000000000,-230.000000000,-256.600000000,274.300000000,1.570796327,1.570796327
point-0000449,388.363783057,0.087266463,-206.464287447,-256.600000000,293.356442336,1.570796327,1.483529864
point-0000450,389.236447683,0.174532925,-181.357256999,-256.600000000,310.289096647,1.570796327,1.396263402
point-0000451,390.109112309,0.261799388,-154.869988320,-256.600000000,324.969095209,1.570796327,1.308996939
point-0000452,390.981776935,0.349065850,-127.204065516,-256.600000000,337.284714369,1.570796327,1.221730476
point-0000453,391.854441561,0.436332313,-98.570042966,-256.600000000,347.142224830,1.570796327,1.134464014
point-0000454,392.727106187,0.523598776,-69.185842870,-256.600000000,354.466604984,1.570796327,1.047197551
point-0000455,393.599770813,0.610865238,-39.275096735,-256.600000000,359.202111876,1.570796327,0.959931089
point-0000456,394.472435439,0.698131701,-9.065443399,-256.600000000,361.312705439,1.570796327,0.872664626
point-0000457,395.345100065,0.785398163,21.213203436,-256.600000000,360.782322781,1.570796327,0.785398163
point-0000458,396.217764691,0.872664626,51.330404983,-256.600000000,357.615000436,1.570796327,0.698131701
point-0000459,397.090429317,0.959931089,81.056951154,-256.600000000,351.834843638,1.570796327,0.610865238
point-0000460,397.963093943,1.047197551,110.166604984,-256.600000000,343.485842870,1.570796327,0.523598776
point-0000461,398.835758569,1.134464014,138.437824429,-256.600000000,332.631539071,1.570796327,0.436332313
point-0000462,399.708423195,1.221730476,165.655448439,-256.600000000,319.354540045,1.570796327,0.349065850
point-0000463,400.581087821,1.308996939,191.612334462,-256.600000000,303.755891773,1.570796327,0.261799388
point-0000464,401.453752447,1.396263402,216.110934920,-256.600000000,285.954309386,1.570796327,0.174532925
point-0000465,402.326417073,1.483529864,238.964800672,-256.600000000,266.085273675,1.570796327,0.087266463
point-0000466,403.199081699,1.570796327,260.000000000,-256.600000000,244.300000000,1.570796327,0.000000000
point-0000467,404.071746325,1.658062789,279.056442336,-256.600000000,220.764287447,1.570796327,-0.087266463
point-0000468,404.944410951,1.745329252,295.989096647,-256.600000000,195.657256999,1.570796327,-0.174532925
point-0000469,405.817075577,1.832595715,310.669095209,-256.600000000,169.169988320,1.570796327,-0.261799388
point-0000470,406.689740203,1.919862177,322.984714369,-256.600000000,141.504065516,1.570796327,-0.349065850
point-0000471,407.562404829,2.007128640,332.842224830,-256.600000000,112.870042966,1.570796327,-0.436332313
point-0000472,408.435069455,2.094395102,340.166604984,-256.600000000,83.485842870,1.570796327,-0.523598776
point-0000473,409.307734081,2.181661565,344.902111876,-256.600000000,53.575096735,1.570796327,-0.610865238
point-0000474,410.180398707,2.268928028,347.012705439,-256.600000000,23.365443399,1.570796327,-0.698131701
point-0000475,411.053063333,2.356194490,346.482322781,-256.600000000,-6.913203436,1.570796327,-0.785398163
point-0000476,411.925727959,2.443460953,343.315000436,-256.600000000,-37.030404983,1.570796327,-0.872664626
point-0000477,412.798392585,2.530727415,337.534843638,-256.600000000,-66.756951154,1.570796327,-0.959931089
point-0000478,413.671057211,2.617993878,329.185842870,-256.600000000,-95.866604984,1.570796327,-1.047197551
point-0000479,414.543721837,2.705260341,318.331539071,-256.600000000,-124.137824429,1.570796327,-1.134464014
point-0000480,415.416386463,2.792526803,305.054540045,-256.600000000,-151.355448439,1.570796327,-1.221730476
point-0000481,416.289051089,2.879793266,289.455891773,-256.600000000,-177.312334462,1.570796327,-1.308996939
point-0000482,417.161715715,2.967059728,271.654309386,-256.600000000,-201.810934920,1.570796327,-1.396263402
point-0000483,418.034380341,3.054326191,251.785273675,-256.600000000,-224.664800672,1.570796327,-1.483529864
point-0000484,418.907044967,3.141592654,230.000000000,-256.600000000,-245.700000000,1.570796327,-1.570796327
point-0000485,419.779709593,3.228859116,206.464287447,-256.600000000,-264.756442336,1.570796327,-1.658062789
point-0000486,420.652374219,3.316125579,181.357256999,-256.600000000,-281.689096647,1.570796327,-1.745329252
point-0000487,421.525038845,3.403392041,154.869988320,-256.600000000,-296.369095209,1.570796327,-1.832595715
point-0000488,422.397703471,3.490658504,127.204065516,-256.600000000,-308.684714369,1.570796327,-1.919862177
point-0000489,423.270368097,3.577924967,98.570042966,-256.600000000,-318.542224830,1.570796327,-2.007128640
point-0000490,424.143032723,3.665191429,69.185842870,-256.600000000,-325.866604984,1.570796327,-2.094395102
point-0000491,425.015697349,3.752457892,39.275096735,-256.600000000,-330.602111876,1.570796327,-2.181661565
point-0000492,425.888361975,3.839724354,9.065443399,-256.600000000,-332.712705439,1.570796327,-2.268928028
point-0000493,426.761026601,3.926990817,-21.213203436,-256.600000000,-332.182322781,1.570796327,-2.356194490
point-0000494,427.633691227,4.014257280,-51.330404983,-256.600000000,-329.015000436,1.570796327,-2.443460953
point-0000495,428.506355853,4.101523742,-81.056951154,-256.600000000,-323.234843638,1.570796327,-2.530727415
point-0000496,429.379020479,4.188790205,-110.166604984,-256.600000000,-314.885842870,1.570796327,-2.617993878
point-0000497,430.251685105,4.276056667,-138.437824429,-256.600000000,-304.031539071,1.570796327,-2.705260341
point-0000498,431.124349731,4.363323130,-165.655448439,-256.600000000,-290.754540045,1.570796327,-2.792526803
point-0000499,431.997014357,4.450589593,-191.612334462,-256.600000000,-275.155891773,1.570796327,-2.879793266
point-0000500,432.869678983,4.537856055,-216.110934920,-256.600000000,-257.354309386,1.570796327,-2.967059728
point-0000501,433.742343609,4.625122518,-238.964800672,-256.600000000,-237.485273675,1.570796327,-3.054326191
point-0000502,434.615008235,4.712388980,-260.000000000,-256.600000000,-215.700000000,1.570796327,-3.141592654
point-0000503,435.487672861,4.799655443,-279.056442336,-256.600000000,-192.164287447,1.570796327,-3.228859116
point-0000504,436.360337487,4.886921906,-295.989096647,-256.600000000,-167.057256999,1.570796327,-3.316125579
point-0000505,437.233002113,4.974188368,-310.669095209,-256.600000000,-140.569988320,1.570796327,-3.403392041
point-0000506,438.105666739,5.061454831,-322.984714369,-256.600000000,-112.904065516,1.570796327,-3.490658504
point-0000507,438.978331365,5.148721293,-332.842224830,-256.600000000,-84.270042966,1.570796327,-3.577924967
point-0000508,439.850995991,5.235987756,-340.166604984,-256.600000000,-54.885842870,1.570796327,-3.665191429
point-0000509,440.723660617,5.323254219,-344.902111876,-256.600000000,-24.975096735,1.570796327,-3.752457892
point-0000510,441.596325243,5.410520681,-347.012705439,-256.600000000,5.234556601,1.570796327,-3.839724354
point-0000511,442.468989869,5.497787144,-346.482322781,-256.600000000,35.513203436,1.570796327,-3.926990817
point-0000512,443.341654495,5.585053606,-343.315000436,-256.600000000,65.630404983,1.570796327,-4.014257280
point-0000513,444.214319121,5.672320069,-337.534843638,-256.600000000,95.356951154,1.570796327,-4.101523742
point-0000514,445.086983747,5.759586532,-329.185842870,-256.600000000,124.466604984,1.570796327,-4.188790205
point-0000515,445.959648373,5.846852994,-318.331539071,-256.600000000,152.737824429,1.570796327,-4.276056667
point-0000516,446.832312999,5.934119457,-305.054540045,-256.600000000,179.955448439,1.570796327,-4.363323130
point-0000517,447.704977625,6.021385919,-289.455891773,-256.600000000,205.912334462,1.570796327,-4.450589593
point-0000518,448.577642251,6.108652382,-271.654309386,-256.600000000,230.410934920,1.570796327,-4.537856055
point-0000519,449.450306877,6.195918845,-251.785273675,-256.600000000,253.264800672,1.570796327,-4.625122518
point-0000520,450.322971503,6.283185307,-230.000000000,-256.600000000,274.300000000,1.570796327,-4.712388980
point-0000521,451.222971503,6.283185307,-230.000000000,-256.600000000,276.100000000,1.570796327,-4.712388980
point-0000522,451.722971503,6.283185307,-230.000000000,-256.600000000,275.100000000,1.570796327,-4.712388980
point-0000523,452.595636129,6.195918845,-251.785273675,-256.600000000,254.064800672,1.570796327,-4.625122518
point-0000524,453.468300755,6.108652382,-271.654309386,-256.600000000,231.210934920,1.570796327,-4.537856055
point-0000525,454.340965381,6.021385919,-289.455891773,-256.600000000,206.712334462,1.570796327,-4.450589593
point-0000526,455.213630007,5.934119457,-305.054540045,-256.600000000,180.755448439,1.570796327,-4.363323130
point-0000527,456.086294633,5.846852994,-318.331539071,-256.600000000,153.537824429,1.570796327,-4.276056667
point-0000528,456.958959259,5.759586532,-329.185842870,-256.600000000,125.266604984,1.570796327,-4.188790205
point-0000529,457.831623885,5.672320069,-337.534843638,-256.600000000,96.156951154,1.570796327,-4.101523742
point-0000530,458.704288511,5.585053606,-343.315000436,-256.600000000,66.430404983,1.570796327,-4.014257280
point-0000531,459.576953137,5.497787144,-346.482322781,-256.600000000,36.313203436,1.570796327,-3.926990817
point-0000532,460.449617763,5.410520681,-347.012705439,-256.600000000,6.034556601,1.570796327,-3.839724354
point-0000533,461.322282389,5.323254219,-344.902111876,-256.600000000,-24.175096735,1.570796327,-3.752457892
point-0000534,462.194947015,5.235987756,-340.166604984,-256.600000000,-54.085842870,1.570796327,-3.665191429
point-0000535,463.067611641,5.148721293,-332.842224830,-256.600000000,-83.470042966,1.570796327,-3.577924967
point-0000536,463.940276267,5.061454831,-322.984714369,-256.600000000,-112.104065516,1.570796327,-3.490658504
point-0000537,464.812940893,4.974188368,-310.669095209,-256.600000000,-139.769988320,1.570796327,-3.403392041
point-0000538,465.685605519,4.886921906,-295.989096647,-256.600000000,-166.257256999,1.570796327,-3.316125579
point-0000539,466.558270145,4.799655443,-279.056442336,-256.600000000,-191.364287447,1.570796327,-3.228859116
point-0000540,467.430934771,4.712388980,-260.000000000,-256.600000000,-214.900000000,1.570796327,-3.141592654
point-0000541,468.303599397,4.625122518,-238.964800672,-256.600000000,-236.685273675,1.570796327,-3.054326191
point-0000542,469.176264023,4.537856055,-216.110934920,-256.600000000,-256.554309386,1.570796327,-2.967059728
point-0000543,470.048928649,4.450589593,-191.612334462,-256.600000000,-274.355891773,1.570796327,-2.879793266
point-0000544,470.921593275,4.363323130,-165.655448439,-256.600000000,-289.954540045,1.570796327,-2.792526803
point-0000545,471.794257901,4.276056667,-138.437824429,-256.600000000,-303.231539071,1.570796327,-2.705260341
point-0000546,472.666922527,4.188790205,-110.166604984,-256.600000000,-314.085842870,1.570796327,-2.617993878
point-0000547,473.539587153,4.101523742,-81.056951154,-256.600000000,-322.434843638,1.570796327,-2.530727415
point-0000548,474.412251779,4.014257280,-51.330404983,-256.600000000,-328.215000436,1.570796327,-2.443460953
