point_id,time_s,X,Y,Z,A,C
point-0000001,0.0,-50.0,-20.249999999999996,57.5,1.5707963267948966,1.5707963267948966
point-0000002,208.23922928639968,-47.48638909388772,-20.249999999999996,59.89315652662952,1.5707963267948966,1.5217089415825562
point-0000003,416.47845857279617,-44.85837931713186,-20.249999999999996,62.160093350087834,1.5707963267948966,1.4726215563702165
point-0000004,624.7176878591938,-42.12230177547105,-20.249999999999996,64.29534922100709,1.5707963267948966,1.4235341711578764
point-0000005,832.9569171456029,-39.28474791935507,-20.249999999999996,66.29378012096797,1.5707963267948966,1.3744467859455338
point-0000006,1041.1961464319993,-36.35255366456401,-20.249999999999996,68.15057165489038,1.5707963267948966,1.3253594007331941
point-0000007,1249.4353757184026,-33.33278292388729,-20.249999999999996,69.86125064933358,1.5707963267948966,1.276272015520853
point-0000008,1457.674605004773,-30.23271058954045,-20.249999999999996,71.42169592876186,1.5707963267948966,1.227184630308519
point-0000009,1665.9138342912079,-27.059805007309723,-20.249999999999996,72.82814824381887,1.5707963267948966,1.1780972450961706
point-0000010,1874.1530635775823,-23.82170998465834,-20.249999999999996,74.07721932768618,1.5707963267948966,1.1290098598838358
point-0000011,2082.392292864027,-20.526226376117435,-20.249999999999996,75.16590005871775,1.5707963267948966,1.0799224746714855
point-0000012,2290.6315221503796,-17.18129329035284,-20.249999999999996,76.0915677096746,1.5707963267948966,1.0308350894591554
point-0000013,2498.870751436806,-13.79496896414705,-20.249999999999996,76.8519922661074,1.5707963267948966,0.981747704246809
point-0000014,2707.1099807232044,-10.375411349410506,-20.249999999999996,77.44534179865393,1.5707963267948966,0.9326603190344689
point-0000015,2915.349210009592,-6.930858459954706,-20.249999999999996,77.87018687631911,1.5707963267948966,0.8835729338221312
point-0000016,3123.5884392960043,-3.469608525396964,-20.249999999999996,78.12550401009888,1.5707963267948966,0.8344855486097879
point-0000017,3331.8276685824,0.0,-20.249999999999996,78.21067811865476,1.5707963267948966,0.7853981633974483
point-0000018,3540.0668978687727,3.4696085253965805,-20.249999999999996,78.1255040100989,1.5707963267948966,0.7363107781851139
point-0000019,3748.3061271552074,6.930858459954699,-20.249999999999996,77.87018687631911,1.5707963267948966,0.6872233929727655
point-0000020,3956.5453564416216,10.375411349410939,-20.249999999999996,77.44534179865386,1.5707963267948966,0.638136007760422
point-0000021,4164.78458572801,13.794968964147323,-20.249999999999996,76.85199226610733,1.5707963267948966,0.5890486225480838
point-0000022,4373.023815014391,17.181293290352393,-20.249999999999996,76.09156770967472,1.5707963267948966,0.5399612373357473
point-0000023,4581.263044300787,20.526226376117677,-20.249999999999996,75.16590005871768,1.5707963267948966,0.4908738521234078
point-0000024,4789.502273587217,23.82170998465834,-20.249999999999996,74.07721932768618,1.5707963267948966,0.4417864669110608
point-0000025,4997.741502873591,27.059805007309727,-20.249999999999996,72.82814824381887,1.5707963267948966,0.3926990816987259
point-0000026,5205.980732159996,30.232710589539973,-20.249999999999996,71.42169592876206,1.5707963267948966,0.34361169648638445
point-0000027,5414.219961446397,33.332782923887294,-20.249999999999996,69.86125064933358,1.5707963267948966,0.29452431127404366
point-0000028,5622.4591907327995,36.352553664564,-20.249999999999996,68.15057165489038,1.5707963267948966,0.2454369260617025
point-0000029,5830.6984200191955,39.284747919355056,-20.249999999999996,66.29378012096797,1.5707963267948966,0.19634954084936282
point-0000030,6038.937649305572,42.122301775470596,-20.249999999999996,64.29534922100738,1.5707963267948966,0.14726215563702735
