point_id,time_s,X,Y,Z,A,C
point-0000001,0.0,-300.0,279.75,407.5,1.5707963267948966,1.5707963267948966
point-0000002,296.8135742166114,-296.04525458484136,279.75,410.47182403602073,1.5707963267948966,1.5608230167835178
point-0000003,895.710600560891,-287.9385689377906,279.75,416.2954249723369,1.5707963267948966,1.5408763967606505
point-0000004,1494.6144532238336,-279.7173410563682,279.75,421.9563757261296,1.5707963267948966,1.5209297767378678
point-0000005,2093.524943742582,-271.384837683661,279.75,427.4524240744929,1.5707963267948966,1.500983156715134
point-0000006,2692.441881199511,-262.944369834113,279.75,432.7813833981496,1.5707963267948966,1.4810365366922769
point-0000007,3291.3650722767343,-254.39929147647914,279.75,437.9411335512566,1.5707963267948966,1.4610899166695552
point-0000008,3890.294321358002,-245.7529981990304,279.75,442.92962170517137,1.5707963267948966,1.4411432966466902
point-0000009,4489.229430568877,-237.00892585909247,279.75,447.7448631648953,1.5707963267948966,1.4211966766239632
point-0000010,5088.170199885763,-228.17054921558378,279.75,452.3849421589796,1.5707963267948966,1.40125005660107
point-0000011,5687.116427173338,-219.24138054713168,279.75,456.8480126014247,1.5707963267948966,1.3813034365783625
point-0000012,6141.432609072327,-212.41495926593387,279.75,460.1243204024355,1.5707963267948966,1.3661266963482535
point-0000013,6424.7948318382105,-208.1394642996175,279.75,462.130329662525,1.5707963267948966,1.3565869367630374
point-0000014,6879.092358534735,-201.23416656087778,279.75,465.2361910596016,1.5707963267948966,1.3414101965327248
point-0000015,7478.055988143375,-192.05404914305547,279.75000000000006,469.1579618010999,1.5707963267948966,1.3214635765099363
point-0000016,8077.024161705862,-182.7975355200597,279.75000000000006,472.89605077034014,1.5707963267948966,1.3015169564871858
point-0000017,8675.996667221729,-173.46830432796617,279.75000000000006,476.4489707617792,1.5707963267948966,1.2815703364643565
point-0000018,9274.973291075865,-164.07006313398375,279.75000000000006,479.815308236557,1.5707963267948966,1.261623716441652
point-0000019,9873.95381814387,-154.60654696099968,279.75000000000006,482.99372388502223,1.5707963267948966,1.2416770964187656
point-0000020,10472.938031839049,-145.08151680212646,279.75000000000006,485.9829531593983,1.5707963267948966,1.2217304763959909
point-0000021,11071.92571422326,-135.49875812391994,279.75000000000006,488.7818067770492,1.5707963267948966,1.2017838563732455
point-0000022,11670.91664607788,-125.86207936049564,279.75000000000006,491.389171193579,1.5707963267948966,1.1818372363504273
point-0000023,12269.910606979365,-116.17531039844681,279.75000000000006,493.80400904583314,1.5707963267948966,1.161890616327634
point-0000024,12566.224452349612,-111.36898006250098,279.75000000000006,494.9391759797712,1.5707963267948966,1.1519173063163402
point-0000025,12862.52554129636,-106.55157228966544,279.75000000000006,496.0254069471066,1.5707963267948966,1.1419439963048323
point-0000026,13461.526068430827,-96.77619044422059,279.75000000000006,498.05248110433547,1.5707963267948966,1.1219973762820594
point-0000027,14060.528865283635,-86.96232116901868,279.75000000000006,499.8843776697363,1.5707963267948966,1.1020507562592496
point-0000028,14659.533707181801,-77.1138648466561,279.75000000000006,501.5203678266704,1.5707963267948966,1.0821041362364343
point-0000029,15258.540368691582,-67.23473562032692,279.75000000000006,502.9598006971721,1.5707963267948966,1.0621575162136858
point-0000030,15857.548623709716,-57.328859836464716,279.75000000000006,504.2021036009184,1.5707963267948966,1.0422108961908956
point-0000031,16456.558245538854,-47.400174482794625,279.75000000000006,505.24678228304833,1.5707963267948966,1.022264276168083
point-0000032,17055.569006975027,-37.452625621957196,279.75000000000006,506.09342111081423,1.5707963267948966,1.0023176561453127
point-0000033,17654.580680400628,-27.490166821432638,279.75000000000006,506.7416832389522,1.5707963267948966,0.9823710361224387
point-0000034,18253.593037850584,-17.516757580927475,279.75000000000006,507.19131074367635,1.5707963267948966,0.9624244160997365
point-0000035,18707.79880709525,-9.949549989756463,279.75000000000006,507.4004161097149,1.5707963267948966,0.9472476758696421
