point_id,time_s,X,Y,Z,A,C
point-0000001,0.0,250.0,265.5,-288.0,0.0,0.0
point-0000002,0.02773765640468826,249.44533574226182,265.4900705328658,-288.0,0.0,0.0
point-0000003,0.05511323106254718,248.89861317011434,265.4606891740876,-288.0,0.0,0.0
point-0000004,0.0824426190697693,248.35418868321875,265.4121077207521,-288.0,0.0,0.0
point-0000005,0.10977175580636293,247.81181951604083,265.34437019495067,-288.0,0.0,0.0
point-0000006,0.13710065824188317,247.2721791370209,265.2575610671857,-288.0,0.0,0.0
point-0000007,0.16442934334760265,246.7359376164789,265.1517884644484,-288.0,0.0,0.0
point-0000008,0.19175782809638378,246.20376079641164,265.02718403575966,-288.0,0.0,0.0
point-0000009,0.21908612946256426,245.67630946554064,264.88390278860317,-288.0,0.0,0.0
point-0000010,0.24641426442182338,245.15423854062993,264.722122896455,-288.0,0.0,0.0
point-0000011,0.2737422499510613,244.6381962550853,264.54204547764755,-288.0,0.0,0.0
point-0000012,0.30107010302827325,244.12882335583768,264.34389434584165,-288.0,0.0,0.0
point-0000013,0.32839784063242966,243.6267523095034,264.1279157324156,-288.0,0.0,0.0
point-0000014,0.35572547974334295,243.13260651880165,263.89437798111555,-288.0,0.0,0.0
point-0000015,0.3830530373415516,242.6469995501983,263.6435712153431,-288.0,0.0,0.0
point-0000016,0.41038053040819084,242.17053437372942,263.37580697849404,-288.0,0.0,0.0
point-0000017,0.4377079759248694,241.703802615945,263.0914178477906,-288.0,0.0,0.0
point-0000018,0.4650353908735429,241.24738382689503,262.79075702208667,-288.0,0.0,0.0
point-0000019,0.49236279223639207,240.80184476206455,262.4741978841543,-288.0,0.0,0.0
point-0000020,0.5196901969957008,240.36773868014453,262.1421335379928,-288.0,0.0,0.0
point-0000021,0.5470176221337246,239.9456046575068,261.79497632173275,-288.0,0.0,0.0
point-0000022,0.5743450846325674,239.53596692022992,261.4331572967369,-288.0,0.0,0.0
point-0000023,0.6016726014740669,239.1393341945018,261.0571257135282,-288.0,0.0,0.0
point-0000024,0.6290001896396519,238.75619907620177,260.66734845520705,-288.0,0.0,0.0
point-0000025,0.656327866110236,238.38703742044157,260.2643094590432,-288.0,0.0,0.0
point-0000026,0.6836556478660819,238.0323077518195,259.848509116959,-288.0,0.0,0.0
point-0000027,0.7109835518866792,237.6924506961171,259.4204636556434,-288.0,0.0,0.0
point-0000028,0.7383115951506247,237.36788843414084,258.9807044970631,-288.0,0.0,0.0
point-0000029,0.7656397946354878,237.05902417838382,258.5297776001613,-288.0,0.0,0.0
point-0000030,0.7929681673177014,236.76624167315515,258.0682427845567,-288.0,0.0,0.0
point-0000031,0.8202967301724174,236.4899047187947,257.5966730370787,-288.0,0.0,0.0
point-0000032,0.8476255001733993,236.23035672056164,257.1156538019957,-288.0,0.0,0.0
point-0000033,0.8749544942928891,235.9879202627553,256.62578225581285,-288.0,0.0,0.0
point-0000034,0.902283729501488,235.76289670859458,256.12766656753587,-288.0,0.0,0.0
point-0000035,0.9296132227680268,235.55556582635162,255.62192514531432,-288.0,0.0,0.0
point-0000036,0.9571520107690364,235.36487835696335,255.1052122396848,-288.0,0.0,0.0
point-0000037,0.9848896680395242,235.1915625121046,254.57822773302172,-288.0,0.0,0.0
point-0000038,1.0125100618875622,235.0378710204925,254.04763053369408,-288.0,0.0,0.0
point-0000039,1.039839608801785,234.90459719889665,253.51753644554375,-288.0,0.0,0.0
point-0000040,1.0671688942645239,234.79008910843584,252.98307986659597,-288.0,0.0,0.0
point-0000041,1.0944979352442432,234.69448858142954,252.44492456226033,-288.0,0.0,0.0
point-0000042,1.1218267487111986,234.61791399266477,251.90373887272284,-288.0,0.0,0.0
point-0000043,1.1491553516373139,234.5604601132191,251.36019488472007,-288.0,0.0,0.0
point-0000044,1.176483760996056,234.52219799349763,250.81496759869523,-288.0,0.0,0.0
point-0000045,1.2038119937623157,234.50317487562756,250.26873409236552,-288.0,0.0,0.0
point-0000046,1.2311400669122734,234.503414135319,249.72217268173486,-288.0,0.0,0.0
point-0000047,1.2584679974232837,234.52291525326194,249.17596208058836,-288.0,0.0,0.0
point-0000048,1.2857958022737472,234.56165381609554,248.6307805595079,-288.0,0.0,0.0
point-0000049,1.3131234984429858,234.6195815469467,248.0873051054479,-288.0,0.0,0.0
point-0000050,1.3404511029111164,234.6966263655012,247.54621058291,-288.0,0.0,0.0
point-0000051,1.3677786326589323,234.7926924775315,247.00816889775308,-288.0,0.0,0.0
point-0000052,1.3951061046677722,234.90766049377106,246.47384816467275,-288.0,0.0,0.0
point-0000053,1.4224335359193978,235.0413875779878,245.94391187937816,-288.0,0.0,0.0
point-0000054,1.4497609433958707,235.19370762407317,245.41901809649002,-288.0,0.0,0.0
point-0000055,1.4770883440794305,235.36443146192843,244.89981861417527,-288.0,0.0,0.0
point-0000056,1.504415754952359,235.55334709189293,244.38695816652674,-288.0,0.0,0.0
point-0000057,1.5317431929968708,235.76021994742516,243.88107362468483,-288.0,0.0,0.0
point-0000058,1.5590706751949759,235.9847931857116,243.3827932076899,-288.0,0.0,0.0
point-0000059,1.5863982185283625,236.22678800584433,242.89273570403938,-288.0,0.0,0.0
point-0000060,1.6137258399782723,236.48590399417446,242.41150970491265,-288.0,0.0,0.0
point-0000061,1.6410535565253683,236.7618194964144,241.93971285001103,-288.0,0.0,0.0
point-0000062,1.668381385149624,237.05419201602962,241.47793108694484,-288.0,0.0,0.0
point-0000063,1.6957093428301846,237.36265863842738,241.02673794508348,-288.0,0.0,0.0
point-0000064,1.7230374465452492,237.68683648041892,240.58669382476572,-288.0,0.0,0.0
point-0000065,1.7503657132719506,238.0263231643997,240.15834530274887,-288.0,0.0,0.0
point-0000066,1.7776941599862202,238.3806973166618,239.7422244547559,-288.0,0.0,0.0
